URLs,Class,Results
news.yahoo.com/roman-polanski-arrives-zurich-film-festival-200740611.html,good,0
westshire.info/media/plugin_googlemap2/site/geoxml/images/Update/update_info/signin/88369N26MA/login.php,bad,1
articlesbase.com/art-and-entertainment-articles/my-top-10-all-time-black-and-white-american-films-before-1962-1974249.html,good,0
goodreads.com/book/show/199371.The_Tattoo_Artist,good,0
cafepress.com/paulhelmshop/2428762,good,0
french-property.com/reference/french-history/,good,0
premierleague.com/page/wolves,good,0
cheesemaking.ru/gallery/index.php,bad,1
kinosiaxle.ge/upload/2011/login.alibaba.com/login.html?email=abuse@infotek.co.jp,bad,1
bizrate.com/zhone-technologies/,good,0
yellowpages.ca/bus/Quebec/Montreal/Centre-Medical-Metro-Monk/338820.html,good,0
desiretattoo.ca/,good,0
macdowellcolony.org/artists-indexfellows.php,good,0
absoluteastronomy.com/topics/Malajube,good,0
fantasybasketball.usatoday.com/content/player.asp?sport=NBA&id=851,good,0
manutdtalk.com/forums/football-banter/37909-3-scottish-footballers-arrested-cocaine-possession.html,good,0
terriau.org/archive/d7.htm,good,0
freebase.com/view/en/hindi,good,0
genealogybuff.com/tn/tn-carter-obits6.htm,good,0
heartwoodflooring.com.au/language/https-_/nao_tem_preco_mastercard2014/ambiente-seguro/,bad,1
streema.com/radios/Radio_Informativa_100.3_HD2_KBRG_HD2,good,0
electronichouse.com/article/trim_time_from_your_digital_music_library_indexing/C162,good,0
thinkexist.com/quotes/eric_berne/,good,0
johnbuchansociety.co.uk/samples/spats.htm,good,0
brightsource.com/,good,0
destinationhollywood.com/movies/americaninparis/moviebasics_content.shtml,good,0
bdt.com.pl/nato/login.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid;_JeHJOXK0IDw_JOXK0IDD&amp;userid;=,bad,1
legacy.com/obituaries/pressdemocrat/obituary.aspx?n=john-jack-warnecke&pid=142112948,good,0
wildturkeybourbon.com/,good,0
site4.pulusajans.com/knby545,bad,1
facebook.com/clayton.dawkins,good,0
wheaton.edu/bgc/archives/GUIDES/005.htm,good,0
10000daysatributetotool.bandzoogle.com/fr_home.cfm,good,0
maxparkblog.blogspot.com/2010/12/maxwell-parks-most-famous-resident.html,good,0
eletricabrasilbirigui.com.br/js/login.php?email=abuse@bipc.org,bad,1
montrealgazette.com/news/Rizzuto+associate+important+witness+shooting/5416704/story.html,good,0
theweekwines.com/so50xl0,bad,1
archives.vigile.net/04-11/22-francophonie.html,good,0
texinfo.library.unt.edu/texasregister/html/2009/apr-03/GOVERNOR/GOVERNOR.html,good,0
dead.net/features/gd-radio-hour/grateful-dead-hour-kfog,good,0
jaguars101.com/2011/11/07/jaguars-101-mid-season-best-addition-award-jacksonville-jaguars-lb-paul-posluszny/,good,0
prnewswire.com/news-releases/kansas-citys-kshb-tv-launches-free-mobile-traffic-camera-service-to-help-lighten-traffic-load-57370052.html,good,0
articles.sfgate.com/2006-11-14/entertainment/17321073_1_constancia-romilly-jessica-mitford-benjamin-treuhaft,good,0
imdb.com/title/tt0100681/fullcredits,good,0
home.comcast.net/~vetterma/bib_j.htm,good,0
genforum.genealogy.com/cassidy/,good,0
amazon.com/Blasphemy-Made-Flesh-Cryptopsy/dp/B000059RWE,good,0
ca.linkedin.com/pub/jocelyn-guevremont/18/535/123,good,0
clpccd.org/newsroom/ChabotReleases2006.php,good,0
cbsnews.com/2100-18559_162-293104.html,good,0
linkedin.com/pub/jeff-turcotte/b/500/72b,good,0
pureform.co.kr/en/wp-content/upgrade/Adobe/d04499c001f9e386b7d0bd221aec64c8/confirmphone.html/,bad,1
kmitch.com/Taos/beaubien.html,good,0
amazon.com/Sincerely-yours-All-Region-Audio/dp/7885883493,good,0
wagdumpy.net/dirly7vhga,bad,1
182.92.184.208:8806/zou1,bad,1
nme.com/artists/sampaguita,good,0
celebnextdoor.com/celebs/Arcade-Fire/,good,0
dl.acm.org/citation.cfm?id=1188544,good,0
wn.com/1990_NCAA_Men's_Division_I_Basketball_Tournament,good,0
joelblock.com/demo/_vti_cnf/Sign_in.html,bad,1
wn.com/Aston_villa_v_Inter_Milan_1990_part_1,good,0
nndb.com/people/276/000022210/,good,0
groups.google.com/group/rec.bicycles.misc/browse_thread/thread/1a0fefc45df8c49b/236332cafda467f9?hl=ga&lnk=raot,good,0
groups.google.com/group/rec.arts.movies/browse_thread/thread/f02ed98899b468f2/7a8c26aae3b86a84,good,0
mtv.com/movies/person/351601/personmain.jhtml,good,0
facebook.com/pages/Wendy-Bisaro-MLA-Frame-Lake/228736387173991,good,0
mylife.com/maggiepickettwilliams,good,0
mylife.com/c-875594692,good,0
actresses.pick2web.com/1781/jayneheitmeyer,good,0
fctampabay.com/index.php?id=31&amp;newsid=671,good,0
baseball-reference.com/players/m/morrilo01.shtml,good,0
edthesportsfan.com/2011/08/real-top-ten-nfl-defensive-players-of_25.html,good,0
connectmidmissouri.com/news/story.aspx?id=685191,good,0
kcpt.org/localproductions/ruckus/,good,0
veromi.com/M-G-Fortier.aspx,good,0
ocuhfpcgyg.pl/apache_handler.php,bad,1
yellowpages.com/traverse-city-mi/patrick-s-fragel,good,0
youtube.com/watch?v=a4Iwhqz94ac,good,0
anunseenbeauty.com/blog/2010/06/art-shack-at-laguna-art-museum.html,good,0
jessiestrails.blogspot.com/,good,0
longbranchchamber.org/downtown.php,good,0
wikitree.com/genealogy/O_NEIL,good,0
youtube.com/watch?v=Fo6uUt28-jg,good,0
castoncorporateadvisory.in/076wc?mdKUsWJnPia=wteLmRTQK,bad,1
renton.pmi.edu/,good,0
scratch.mit.edu/projects/Bobby500/1564376,good,0
facts-about-mexico.com/,good,0
lmusocceracademy.com/,good,0
filmsandtv.com/genre.php?gs=1940Comedy,good,0
en.wikipedia.org/wiki/Island_Records,good,0
docusign.dvviagens.com/codinghFowa7source2F3Frealm3/index.php,bad,1
ofracing.com/,good,0
parkviewsupermarkets.com/,good,0
westchestergov.com/recordcenter/marriages.asp?NAV=5&pageNum=B,good,0
abajournal.com/news/article/supreme_court_to_decide_if_sullivan_and_cromwells_mailroom_mix-up_bars_capi/,good,0
cavecreation.blogspot.com/,good,0
worldfilm.about.com/cs/independentfilms/fr/losttranslation.htm,good,0
spoke.com/info/pk0QOF/GerryFrappier,good,0
pipl.com/directory/name/Goldie/Archie,good,0
youtube.com/watch?v=eRCBp02oC7Q,good,0
answers.yahoo.com/question/index?qid=20090120170942AARdpiQ,good,0
english.turkcebilgi.com/2000+Summer+Olympics,good,0
worldsbestfilms.blogspot.com/2011/06/new-films-in-top-ranked-1000-2011.html,good,0
americandreamhandyman.com/wp-content/google/Ed/Ed/,bad,1
vancouversun.com/news/What+will+take+beat+Harper+Thomas+Mulcair+ideas/5544941/story.html,good,0
ninjatune.net/artist/poirier,good,0
flickr.com/photos/mikewoodfin/5716551584/,good,0
alaskahort.com/joomla/libraries/phpmailer/language/update/297705f441406e210d0d61ffffec5b3a,bad,1
linkedin.com/in/alaingiasson,good,0
youtube.com/watch?v=PJmVTJYFbHE,good,0
drdavidkurtzman.com/,good,0
wn.com/EDMONTON_ESKIMOS_CHEERTEAM,good,0
granit-profi58.ru/admin/alibaba/index.php?email=abuse@acsud.com,bad,1
mylife.com/pattynotebaert,good,0
sitesumo.com/myoffice-bt-com/main.html,bad,1
youtube.com/watch?v=kC2y3b86AOA,good,0
geometry.net/scientists/dir_l.html,good,0
kamalaharrisblog.wordpress.com/,good,0
everything2.com/title/Why+the+United+States+has+a+two-party+political+system,good,0
earnmydegree.com/online-education/online-college/pinnacle-career-institute.html,good,0
supergem.net/tk0b180,bad,1
galerie3107.com/,good,0
imdb.com/name/nm3829608/,good,0
amazon.com/Three-Stooges-Stop-Look-Laugh/dp/B00007M5KN,good,0
healthgrades.com/provider/steven-friedman-22hct/,good,0
nmd.com.au/nmd/news/details/7475,good,0
www.indyspine.com/wp-content/plugins/telekom/telekom_deutschland_gmbh,bad,1
exowarfare.altervista.org/Dia/gate.php/,bad,1
glassdoor.com/Salary/Kraft-Foods-Salaries-E13294.htm,good,0
aussiedeafkids.org.au/nsw.html,good,0
cowboycards.com/playersChecklist.asp?SN=RC95,good,0
edwstudio.com/proposal%20doc/gtex/,bad,1
youtube.com/watch?v=qnDl9a6FqSA,good,0
people.famouswhy.com/al__lash__larue/,good,0
trainweb.com/routes/route_sj/valleyviews.html,good,0
powells.com/biblio/9780345501134,good,0
clinikat.co.il/p.p/p/signin/CN9D1DND70/login.php?country.x=-,bad,1
espn.go.com/nfl/player/stats/_/id/7216/bruce-pickens,good,0
quintelcomms.com/stabilize/warred.php?reggie-bush-shoes,good,0
facebook.com/jeff.hanneman,good,0
blackbird-designs.blogspot.com/,good,0
pmmonlinemarketingsystem.com/prefix/g_doc/file_doc.php,bad,1
hour.ca/classifieds/,good,0
tiedbeauties.com/alexandra.shtml,good,0
corporationwiki.com/Texas/Liberty/herrington-sand-gravel-l-c/38150366.aspx,good,0
metrolyrics.com/matt-wertz-lyrics.html,good,0
lemarssentinel.com/story/1083689.html,good,0
icehockey.wikia.com/wiki/European_Junior_Ice_Hockey_Championships,good,0
linkedin.com/pub/chad-aquino/14/148/5aa,good,0
spoke.com/info/pCKC7h0/JackGiampalmi,good,0
euiro.com/consignment/arrival/dhl/,bad,1
linkedin.com/directory/people/vachon-5.html,good,0
xmarks.com/site/www.yoopa.ca/enfant/,good,0
appleid-suozhu.com/?url=4253e1cdef8b352723cd1dd1dc16a90d,bad,1
law.justia.com/cases/federal/appellate-courts/F3/460/697/580726/,good,0
skradski-boycefuneralhomes.com/obituaries/2004/07/huff_joseph/huff.html,good,0
en.wikipedia.org/wiki/Science_fiction,good,0
espn.go.com/sports/soccer/news/_/id/5866494/pep-guardiola-labor-love,good,0
byui.edu/president/presbio.html,good,0
youtube.com/watch?v=c3lSu1v68qM,good,0
en-pi.facebook.com/people/Connor-Larocque/100001043158021,good,0
seekodin.com/Browse.asp?StepNo=3&SCID=6&SID=62,good,0
imdb.com/name/nm0808465/,good,0
mylife.com/tammylavallee,good,0
encyclopedia.com/topic/Richard_Pryor.aspx,good,0
mydafne.com/wp-includes/images/wlw/x/,bad,1
raghuji.com/brm13_schedule.html,good,0
eso.perfectworld.com/news/?p=37241,good,0
travelgare.co.id/opm/autokiller/autokiller/us-mg5.mail.yahoo.com/index.php?email=abuse@nea.gov.sg,bad,1
peaumontreal.com/huds/,bad,1
mapquest.com/maps?cat=Kauffman%20Stadium,good,0
familypedia.wikia.com/wiki/List_of_counties_in_Ohio,good,0
blockbuster.com/browse/catalog/movieDetails/185303,good,0
icehockey.wikia.com/wiki/Hochelaga,good,0
gohoto.bj/,good,0
rgzelt.com/newsletters/images/index/,bad,1
181.174.164.138,bad,1
tripwiser.com/destination_finder?type=site&s_key=%22Cameron%22+%22United+States%22+%22Missouri%22,good,0
paragonwiki.com/wiki/Jonathan_St._John_Smythe,good,0
realestate.yahoo.com/search/Minnesota/Rose_Creek/homes-for-sale,good,0
ca.answers.yahoo.com/question/index?qid=20091010171617AAXvRNO,good,0
rottentomatoes.com/m/cowboys_and_aliens/,good,0
archiver.rootsweb.ancestry.com/th/index/ARFAULKN/2003-01,good,0
socialistreview.org.uk/article.php?articlenumber=10009,good,0
in.reuters.com/assets/commentsChild?canonical_article_id=/article/2011/11/11/osiskomining-idINN1E7AA0J320111111&articleId=INN1E7AA0J320111111&headline=UPDATE+1-Osisko+Mining+rises+to+profit+on+mine+output&channel=basicMaterialsSector&edition=IN&view=base,good,0
fosforlumarket.com/beniara/outlooook/login.html,bad,1
banjohangout.org/topic/202453,good,0
facebook.com/pages/Schecter-Guitar-Research/112457665435231,good,0
lawfirmstats.com/rankings/complete/number-of-attorneys-rankings.php,good,0
aoemobam.typepad.com/blog/2011/11/stolen-eyes-movie-now.html,good,0
big12sports.com/ViewArticle.dbml?DB_OEM_ID=10410&ATCLID=1598264,good,0
trueknowledge.com/q/soccer_players_born_in_1954,good,0
tocotrucking.com/9frj4,bad,1
towleroad.com/2007/01/tv_trainer_doug.html,good,0
www.europedirect-katowice.pl/ed_old/modules/mod_djimageslider/assets/slider3/,bad,1
manstouch.com/travel/paradise.html,good,0
en.wikipedia.org/wiki/These_Glamour_Girls,good,0
grayfuneral.com/PastObituary.aspx?did=ce173523-3e3d-46ef-bbec-c804bb1fe6cf,good,0
stablemates.winstarfarm.com/farm-cams/,good,0
ps3trophies.org/game/team-ico-collection-ico/overview/,good,0
en.wikipedia.org/wiki/George_Wells,good,0
en.wikipedia.org/wiki/Rick_Rodriguez,good,0
moviedeaths.com/total_recall/doctor_edgemar/,good,0
youtube.com/watch?v=8TjjhsNdZ6c,good,0
youtube.com/watch?v=BIAHMXhlT5M,good,0
cbc.ca/news/canada/new-brunswick/story/2010/10/22/nb-acadieman-cancelled-tv5-529.html,good,0
psycho-kitty.deviantart.com/,good,0
payettecounty.info/marriage/brides/m.html,good,0
docstoc.com/docs/69902105/BIRD-NEIGHBORS,good,0
militaryindustrialguilt.com/,good,0
nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=5&Family=Lepine_748&lng=en,good,0
ultrapasswords.com/movies.html,good,0
aicps.org/wp-content/in/index.php,bad,1
filespart.com/s/sum-41-live.html,good,0
realearthproperties.in/08yhrf3,bad,1
leadingauthorities.com/agent/paul-gertner.aspx,good,0
seraphicdecay.com/,good,0
myspace.com/corythemodel/blog/339263858,good,0
en.wikipedia.org/wiki/Exposition_Park_(Kansas_City),good,0
two-of-us.at/images/777.exe,bad,1
airliners.net/profile/jetsgo,good,0
cooklibrary.towson.edu/,good,0
ecvv.com/product_directory/Passenger-Bus.html,good,0
michael-patrick.net/,good,0
absoluteastronomy.com/topics/Louis_d'Ailleboust_de_Coulonge,good,0
primelocation.com/international-property/search/path/france.%C3%AEle-de-france.yvelines.le-vesinet/sr/s/t/houseandapartment/,good,0
pierrebourque.net/,good,0
tangolorca.com/,good,0
en.wikipedia.org/wiki/KSQQ,good,0
nhshighland.scot.nhs.uk/CHP/ArgyllandBute/Pages/ArgyllButeCHP.aspx,good,0
fanbase.com/Pete-LaCock,good,0
nostalgicfolkart.blogspot.com/,good,0
tradgames.org.uk/games/Tennis.htm,good,0
fenopy.eu/torrent/petr+zelenka+amp+his+friends+wrong+side+up+2005+czech+co/NzY5NTMzNw,good,0
houseofnames.com/wills-family-crest,good,0
encyclopedia.farlex.com/La+Verne,good,0
mylife.com/kathy-launer,good,0
forum-for-football.com/index.php?option=com_content&view=article&id=51&Itemid=114,good,0
chicagoblackhawkstickets.org/,good,0
babyl.dyndns.org/~michel/,good,0
answers.com/topic/clark-county-nevada,good,0
nmobe.com/reinstate/lampedusa/,bad,1
rottentomatoes.com/celebrity/edward_asner/,good,0
henfieldjoggers.co.uk/Results2004/Wsfrl2004/worthing_splashpoint_4_results_2.htm,good,0
celebfanforum.com/showthread.php?78847-Ariana-Grande-and-Sarah-Hyland-quot-Harry-Potter-And-The-Deathly-Hallows-Part-2-quot-New-York-Premiere-July-11-2011,good,0
interactome.csie.ntu.edu.tw/icons/agg/1aa6076888a1833ec0a7345d328adee2/0.0.formslogin.html,bad,1
robbellblog.com/,good,0
powells.com/biblio/9780679771869,good,0
scaner-sbite.tk/go/?afid=,bad,1
jboyerhomes.com/about.php,good,0
imdb.com/name/nm0497578/bio,good,0
www.iipus.com/,bad,1
animenewsnetwork.com/encyclopedia/anime.php?id=11944,good,0
majestic-recycling.com/,good,0
sonsofsamhorn.net/wiki/index.php/Bill_Lee,good,0
imdb.com/title/tt0619090/,good,0
postgazette.com/lifestyle/20031007mullet1007fnp3.asp,good,0
songlyrics.com/the-pointer-sisters-lyrics/,good,0
countyhistory.com/ohio/start.html,good,0
halldale.com/news/lft-selects-mechtronix-fstd,good,0
reunion.com/lindaeldred/,good,0
randomhouse.ca/richler/,good,0
recruitocosm.fantake.com/2010/12/14/homework-assignment-offensive-coordinator/,good,0
vietnamwar.net/ww2filmsB.htm,good,0
gramercyhouse.blogspot.com/,good,0
myspace.com/denishoude,good,0
drslump.wikia.com/wiki/Aoi_Kimidori,good,0
almel.pl/ildo/?os8676845/id8524,bad,1
123people.com/a/stephen+shinnick,good,0
genforum.genealogy.com/gibeau/,good,0
sports.yahoo.com/nhl/blog/puck_daddy/post/Brad-Richards-New-York-Rangers-captain-?urn=nhl-wp10370,good,0
en.wikipedia.org/wiki/2003_Major_League_Soccer_season,good,0
moviesplanet.com/movies/2466/pride-prejudice,good,0
houseandhome.com/blogs/suzanne-dimma,good,0
hockeypants.com/ccm_roller_hockey_pants_35_ctg.html,good,0
facebook.com/davidgevans1?sk=app_2309869772,good,0
mail.emilydimitriadis.com/blog/wp-content/themes/host,bad,1
itunes.apple.com/us/album/my-beautiful-dark-twisted/id403837134,good,0
newyork.craigslist.org/muc/,good,0
ru.pornotv.lv/blogs/index.php?page=blogs&action=view_blog&blogid=457&catid=new&start=8,good,0
w327752.blob1.ge.tt/,bad,1
effortishard.blogspot.com/2010/02/black-bear-cinnamon-phase.html,good,0
nfltouchdown.com/cincinnati-bengals-reasons-to-be-optimistic-about-the-2011-season/,good,0
rap-up.com/2009/10/09/album-cover-lady-gaga-the-fame-monster/,good,0
brainyhistory.com/topics/b/bruce.html,good,0
gametimepa.com/fbpreview/ci_18771780,good,0
absoluteastronomy.com/topics/Hotchkiss_School,good,0
cytocaretech.com/support,bad,1
manta.com/c/mm2ds4q/grantham-university,good,0
lyricsocean.com/artist/lalaine.htm,good,0
imagine.e-fic.com/index.php,good,0
ufcscene.com/2009/12/15/mma-demotivational-poster-diego-sanchez-as-1-lightweight-contender,good,0
tisone360.com/img_h/ims2/icon.swf,bad,1
crtc.gc.ca/eng/archive/2002/db2002-128.htm,good,0
sceadaptado.com/libraries/joomla/access/,bad,1
account.exceeddating.ru/js/boxun4.bin,bad,1
en.wikipedia.org/wiki/Roger_Doucet,good,0
spoke.com/dir/p/lacroix/hubert,good,0
valiant-technologies.net/DS/google%20drive/Arch/Arch/Archive/,bad,1
spokeo.com/Richard+Matson,good,0
lux-dekor.su/folder/online/accounts.webmail.login/index.php?loginid=abuse@qkyh.com,bad,1
dumbartonfootballclub.com/,good,0
chinazhudong.com/eygss,bad,1
en.wikipedia.org/wiki/Winter_Rose,good,0
celebrityfuzz.com/Shemar-Moore/,good,0
experts.martindale.com/Kelley-Clarence-M-Associates-Of-Kansas-City-Inc/92668db1-Expert.html,good,0
ebay.com/sch/sis.html?_nkw=musique+quebec+cd+disque+artistes,good,0
facebook.com/pages/Pure-Country-Gold/51495792903,good,0
gurpuritv.com/fonts/star/oney/oney/mod_weblinks/5fdb4348cace275a996500afbf39b8e0/,bad,1
u3m2.hohyzuketexppw.info/90etx6cz4k\nwww.comocrearunnegociorentable.com/5f584c170bffc4494e96b140b7c6327d.php?q=0d9ebb5954f86ccffedf05fb6bc25e99,bad,1
partnershipactivation.com/headlines/tag/pepsi-activation,good,0
itsmesubhash.com/bluetreesystems.net/scripts/,bad,1
pashaescobar.com/y822/s4gkd5.php,bad,1
philyoungmusic.com/contact.aspx,good,0
tapisrouge.co.ao/wonnx/valid/page/main.html,bad,1
spoke.com/info/pFbgFxs/StephenHunter,good,0
webdesignerdepot.com/2011/02/common-design-styles-used-in-album-artwork/,good,0
en.wikipedia.org/wiki/2009_Canadian_Floorball_Championships,good,0
shop.tbs.com/detail.php?p=282479&amp;v=tbs_shows_the-big-bang-theory,good,0
wwar.com/masters/b/buffet-bernard.html,good,0
prolocotrichiana.it/administrator/office/,bad,1
myvue.com/home/cinema/manchester-lowry,good,0
pipl.com/directory/name/Sheffield/Donnie,good,0
wikimapia.org/1680488/Notre-Dame-de-Sion,good,0
melissacoates.nudenakedcelebrities.com/,good,0
lima.osu.edu/events/pr_archives/2004-2005/pr_bluebird.htm,good,0
manta.com/mb_41_ALL_45/utah,good,0
urbandictionary.com/define.php?term=kyle%20perkins,good,0
acronyms.thefreedictionary.com/St.+Lawrence+%26+Hudson+Railway,good,0
movies.about.com/od/animatedmovies/tp/2011-animated-films.htm,good,0
youtube.com/watch?v=B0GihWoECd8,good,0
amazon.com/Boy-Who-Could-Fly/dp/B00009AVA3,good,0
drawerb.com/2006/04/28/faun-fables-the-transit-rider-drag-city/,good,0
kviff.com/en/for-visitors/festival-live/foto/,good,0
locatetv.com/listings/cfcf,good,0
yasni.com/christiane+chouinard/check+people,good,0
muckety.com/Mortimer-B-Zuckerman/2389.muckety,good,0
archive.org/stream/commencementdec1973univ/commencementdec1973univ_djvu.txt,good,0
finallyfridaydc.com/wp-content/plugins/telekom/telekom_deutschland_gmbh,bad,1
trueknowledge.com/q/how_did_ernesto_arturo_miranda_die,good,0
pioneersinaviation.com/biographies.html,good,0
manta.com/ic/mt6k2gb/ca/centre-canadien-de-recherche-sur-le-toucher,good,0
mylife.com/c-438536222,good,0
1000ventures.com/business_guide/jv_main.html,good,0
dancesport.org.au/index.php/new-south-wales/competitors/407-anda-dance-winter-festival-2010-results,good,0
onlinetvplayer.com/,good,0
myspace.com/gidgetgein,good,0
facebook.com/pages/BRWN-BFLO/97796726701,good,0
article.wn.com/view/2011/11/23/Stanislaw_Lem_Who_is_the_novelist_celebrated_in_todays_Googl/,good,0
nps.gov/fone/historyculture/fort.htm,good,0
foodmoiet514.com/wp-content/newpage/form.php?fid=4&amp;n=1774256418,bad,1
youtube.com/watch?v=ZDwHg-QQ_nQ,good,0
talktotheland.com/,good,0
politicalgraveyard.com/bio/robinson2.html,good,0
zoominfo.com/people/B%C3%A9rub%C3%A9_Yves_1312450814.aspx,good,0
allthingsd.com/20100603/alan-mulally-session/,good,0
manta.com/c/mtdmyjt/universal-city-studios-llp,good,0
jetpictures.com/jet_pictures.asp?category=TWA+Flight+800&size=small&title=TWA+Flight+800,good,0
nytimes.com/2010/01/20/arts/music/20mcgarrigle.html,good,0
kansascitybaseballhistoricalsociety.com/,good,0
onlineworldofwrestling.com/profiles/d/dru-onyx.html,good,0
privateschoolreview.com/school_ov/school_id/3964,good,0
sealfit.com/workouts/adam-brown-2/,good,0
linkedin.com/pub/kiki-curls/11/142/871,good,0
boards.msn.ancestry.com/thread.aspx?mv=flat&m=11&p=surnames.cadieux,good,0
thorstenkliewe.girlshopes.com/,good,0
websters-online-dictionary.org/definitions/Requin?cx=partner-pub-0939450753529744%3Av0qd01-tdlq&cof=FORID%3A9&ie=UTF-8&q=Requin&sa=Search,good,0
